D1,23,Dade,2010,2331346,"SUBWAY 39077 INC","19872 NW 27TH AVE","MIAMI GARDENS",33056,2418551,1,Food,"Routine - Food","Inspection Completed - No Further Action",11/21/2014,,,3,0,0,3,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4385621,5401407
D1,23,Dade,2010,2331401,"MCDONALD'S #31059"," 19501 NW 27TH AVE","MIAMI GARDENS",33056,2432840,1,Food,"Routine - Food","Inspection Completed - No Further Action",11/21/2014,,,9,5,0,4,Y,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5688295,5340561
D1,23,Dade,2010,2331548,"ROMO'S PIZZA","13300 NW 42 AVE BAY 1",OPA-LOCKA,33054,2407191,2,Food,"Routine - Food","Call Back - Extension given, pending",11/21/2014,,,11,4,2,5,Y,1,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3493849,5410111
D1,23,Dade,2010,2331830,"ARAMARK @ NCL","7665 CORPORATE CENTER DRIVE",MIAMI,33126,2408828,2,Food,"Routine - Food","Call Back - Extension given, pending",11/21/2014,,,1,0,1,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3660701,5463633
D1,23,Dade,2010,2331979,"EMPLOYEE DINING","4441 COLLINS AVE","MIAMI BEACH",33140,2409721,1,Food,"Routine - Food","Inspection Completed - No Further Action",11/21/2014,,,10,1,3,6,Y,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3749654,5438967
D1,23,Dade,2010,2331982,STRIPSTEAK,"4441 COLLINS AVE","MIAMI BEACH",33140,2409725,1,Food,"Routine - Food","Inspection Completed - No Further Action",11/21/2014,,,21,1,9,11,Y,2,1,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3749879,5306149
D1,23,Dade,2010,2332111,"HOMEWOOD SUITES BY HILTON MIAMI AIRPORT WEST","3590 NW 74 AVE",MIAMI,33122,2433290,1,Food,"Routine - Food","Inspection Completed - No Further Action",11/21/2014,,,8,3,1,4,Y,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5704678,5341264
D1,23,Dade,2010,2332115,"HILTON GARDEN INN MIAMI AIRPORT WEST","3550 NW 74 AVE",MIAMI,33122,2432878,1,Food,"Routine - Food","Inspection Completed - No Further Action",11/21/2014,,,9,0,3,6,Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5705102,5340636
D1,23,Dade,2010,2332120,"HOT DOGALICIOUS","275 NW 82 AVE",MIAMI,33126,2419702,1,Food,"Routine - Food","Warning Issued",11/21/2014,,,14,3,3,8,Y,0,1,1,0,1,0,0,2,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4380698,5320649
D1,23,Dade,2010,2332184,"163 PONTE ITALIAN RESTAURANT & RAW BAR","3933 NE 163 ST","NORTH MIAMI BEACH",33160,2424402,1,Food,"Routine - Food","Warning Issued",11/21/2014,,,10,1,4,5,Y,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5560779,5327600
D1,23,Dade,2010,2332574,"BROTHERS JIMMY'S BBQ","11401 NW 12 ST STE E528",MIAMI,33172,2433984,1,Food,"Routine - Food","Warning Issued",11/21/2014,,,23,3,9,11,Y,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,6,0,1,0,0,0,0,1,0,3,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5823984,5342387
