D2,16,Broward,2010,1618821,DENNY'S,"12210 W SUNRISE BLVD",PLANTATION,33323,2206457,1,Food,"Routine - Food","Inspection Completed - No Further Action",8/7/2012,4,0,4,,,,Y,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3503513,4688721
D2,16,Broward,2010,1618867,"ALSHAHEN SUBWAY","11917 SUNRISE BLVD",PLANTATION,33323,2176875,1,Food,"Routine - Food","Warning Issued",8/7/2012,1,1,2,,,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2147110,4643470
D2,16,Broward,2010,1619251,"KOUME JAPANESE RESTAURANT","11905 W SUNRISE BLVD",PLANTATION,33323,2206281,1,Food,"Routine - Food","Administrative complaint recommended",8/7/2012,10,2,12,,,,Y,0,0,0,0,0,0,0,6,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3487416,4688486
D2,16,Broward,2010,1619681,"STEAK N SHAKE #388","12541 W SUNRISE BLVD",SUNRISE,33323,2254314,1,Food,"Complaint Full","Inspection Completed - No Further Action",8/7/2012,2,5,7,,,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147915,4786925
D2,16,Broward,2010,1619817,"FAT TUESDAY","17 S FT LAUDERDALE BEACH BLVD","FORT LAUDERDALE",33316,2167645,2,Food,"Routine - Food","Call Back - Complied",8/7/2012,0,0,0,,,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2148047,4787071
D2,16,Broward,2010,1620156,DENNY'S,"10800 PINES BLVD STE 15","PEMBROKE PINES",33026,2233619,1,Food,"Routine - Food","Warning Issued",8/7/2012,11,3,14,,,,Y,0,0,3,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4284584,4724627
D2,16,Broward,2010,1620322,"SNEEKIE PETES BAR & GRILL","2708 W ATLANTIC BLVD","POMPANO BEACH",33069,2167523,1,Food,"Routine - Food","Inspection Completed - No Further Action",8/7/2012,9,0,9,,,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2148524,4628255
D2,16,Broward,2010,1620628,"AUNT I'S JAMAICAN RESTAURANT","10111 PINES BLVD","PEMBROKE PINES",33026,2215013,1,Food,"Routine - Food","Inspection Completed - No Further Action",8/7/2012,8,4,12,,,,Y,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3861090,4700195
D2,16,Broward,2010,1620787,"MANJARES PASTRIES & CAFE","1912 WESTON RD",WESTON,33326,2247455,1,Food,"Routine - Food","Inspection Completed - No Further Action",8/7/2012,11,6,17,,,,Y,0,4,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5314403,4743701
D2,16,Broward,2010,1620824,"DOMINO'S PIZZA","900 S FEDERAL HWY","FORT LAUDERDALE",33316,2228917,1,Food,"Routine - Food","Inspection Completed - No Further Action",8/7/2012,2,0,2,,,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4186730,4718198
D2,16,Broward,2010,1620829,"QUE PERROS","5912 JOHNSON ST",HOLLYWOOD,33021,2242681,1,Food,"Routine - Food","Inspection Completed - No Further Action",8/7/2012,4,2,6,,,,Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5280683,4737070
D2,16,Broward,2010,1620975,"HUNAN WOK II","382 E DANIA BEACH BLVD",DANIA,33004,2201883,2,Food,"Routine - Food","Call Back - Complied",8/7/2012,0,0,0,,,,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492567,4787068
D2,16,Broward,2010,1620979,"DUNKIN DONUTS/BASKIN ROBBINS","2770 W ATLANTIC BLVD","POMPANO BEACH",33062,2202393,1,Food,"Routine - Food","Warning Issued",8/7/2012,5,5,10,,,,Y,0,0,1,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2612927,4683035
D2,16,Broward,2010,1621011,"EL RINCONCITO COLOMBIANO","5653 JOHNSON ST",HOLLYWOOD,33021,2086438,2,Food,"Routine - Food","Call Back - Admin. complaint recommended",8/7/2012,11,2,13,,,,Y,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2634394,4609572
D2,16,Broward,2010,1621123,"LIRIO'S ITALIAN DELI & RESTAURANT","189 WESTON RD",WESTON,33327,2213210,1,Food,"Routine - Food","Inspection Completed - No Further Action",8/7/2012,7,7,14,,,,Y,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3775805,4697763
