D5,55,Nassau,2010,5501063,"SEASIDE AMELIA INN","2900 ATLANTIC AVE","FERNANDINA BEACH",32034,2533106,1,Food,"Routine - Food","Inspection Completed - No Further Action",01/11/2016,,,3,2,1,0,Y,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5684231,5660196
D5,55,Nassau,2010,5501065,HORIZONS,"5472 FIRST COAST HWY, UNIT 9","FERNANDINA BEACH",32034,2531734,5,Food,"Routine - Food","Emergency Order Callback Not Complied",01/22/2016,,,3,1,2,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5757120,5819927
D5,55,Nassau,2010,5501065,HORIZONS,"5472 FIRST COAST HWY, UNIT 9","FERNANDINA BEACH",32034,2573845,3,Food,"Routine - Food","Admin. Complaint Callback Complied",06/23/2016,,,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5757120,5900398
D5,55,Nassau,2010,5501065,HORIZONS,"5472 FIRST COAST HWY, UNIT 9","FERNANDINA BEACH",32034,2531734,3,Food,"Routine - Food","Emergency Order Callback Not Complied",01/21/2016,,,4,1,2,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5757120,5819025
D5,55,Nassau,2010,5501065,HORIZONS,"5472 FIRST COAST HWY, UNIT 9","FERNANDINA BEACH",32034,2531734,2,Food,"Routine - Food","Emergency Order Callback Not Complied",01/20/2016,,,6,1,3,2,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5757120,5818117
D5,55,Nassau,2010,5501065,HORIZONS,"5472 FIRST COAST HWY, UNIT 9","FERNANDINA BEACH",32034,2531734,7,Food,"Routine - Food","Emergency Order Callback Complied",01/22/2016,,,2,0,2,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5757120,5820545
D5,55,Nassau,2010,5501065,HORIZONS,"5472 FIRST COAST HWY, UNIT 9","FERNANDINA BEACH",32034,2573845,2,Food,"Routine - Food","Emergency Order Callback Complied",02/10/2016,,,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5757120,5831281
D5,55,Nassau,2010,5501065,HORIZONS,"5472 FIRST COAST HWY, UNIT 9","FERNANDINA BEACH",32034,2531734,4,Food,"Routine - Food","Emergency Order Callback Not Complied",01/21/2016,,,3,1,2,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5757120,5819745
D5,55,Nassau,2010,5501065,HORIZONS,"5472 FIRST COAST HWY, UNIT 9","FERNANDINA BEACH",32034,2531734,1,Food,"Routine - Food","Emergency order recommended",01/19/2016,,,10,2,3,5,Y,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5757120,5658054
D5,55,Nassau,2010,5501065,HORIZONS,"5472 FIRST COAST HWY, UNIT 9","FERNANDINA BEACH",32034,2575749,2,Food,"Routine - Food","Call Back - Complied",03/08/2016,,,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5757120,5842856
D5,55,Nassau,2010,5501065,HORIZONS,"5472 FIRST COAST HWY, UNIT 9","FERNANDINA BEACH",32034,2573845,1,Food,"Routine - Food","Emergency order recommended",02/10/2016,,,6,3,1,2,Y,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5757120,5820704
D5,55,Nassau,2010,5501065,HORIZONS,"5472 FIRST COAST HWY, UNIT 9","FERNANDINA BEACH",32034,2531734,6,Food,"Routine - Food","Emergency Order Callback Not Complied",01/22/2016,,,3,1,2,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5757120,5820414
D5,55,Nassau,2010,5501065,HORIZONS,"5472 FIRST COAST HWY, UNIT 9","FERNANDINA BEACH",32034,2575749,1,Food,"Routine - Food","Warning Issued",03/02/2016,,,6,2,2,2,Y,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5757120,5831870
D5,55,Nassau,2010,5501067,"PIZZA HUT #4252","542168 US HWY 1",CALLAHAN,32011,2517371,1,Food,"Routine - Food","Warning Issued",12/28/2015,,,5,1,2,2,Y,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5293823,5635943
