D2,60,"Palm Beach",2010,6011371,"STAND #4","601 SANSBURY'S WAY #7","WEST PALM BEACH",33411-3660,2318471,1,Food,"Routine - Food","Inspection Completed - No Further Action",10/11/2013,,,3,0,1,2,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2229656,5005277
D2,60,"Palm Beach",2010,6011374,"STAND #7","601 SANSBURY'S WAY #7","WEST PALM BEACH",33411-3660,2318447,1,Food,"Routine - Food","Inspection Completed - No Further Action",10/11/2013,,,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2229659,5005252
D2,60,"Palm Beach",2010,6011375,"STAND #8","601 SANSBURY'S WAY #7","WEST PALM BEACH",33411-3660,2329056,1,Food,"Routine - Food","Inspection Completed - No Further Action",10/11/2013,,,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2229660,5020373
D2,60,"Palm Beach",2010,6011376,"STAND #9","601 SANSBURY'S WAY #7","WEST PALM BEACH",33411-3660,2318469,1,Food,"Routine - Food","Inspection Completed - No Further Action",10/11/2013,,,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2229661,5005275
D2,60,"Palm Beach",2010,6011379,"STAND #12","601 SANSBURY'S WAY #7","WEST PALM BEACH",33411-3660,2297209,1,Food,"Routine - Food","Inspection Completed - No Further Action",10/11/2013,,,4,0,2,2,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2229664,4974384
D2,60,"Palm Beach",2010,6011711,"SUSHI MASA JAPANESE RESTAURANT","2200 W GLADES RD","BOCA RATON",33431,2359999,2,Food,"Routine - Food","Call Back - Complied",10/11/2013,,,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2229966,5138524
D2,60,"Palm Beach",2010,6012712,"CINEMARK PALACE 20","3200 AIRPORT RD","BOCA RATON",33431,2337299,1,Food,"Routine - Food","Warning Issued",10/11/2013,,,2,1,0,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3996257,5032257
D2,60,"Palm Beach",2010,6012737,"BOGART'S BAR & GRILLE","3200 AIRPORT RD","BOCA RATON",33431,2326114,2,Food,"Routine - Food","Call Back - Complied",10/11/2013,,,2,0,1,1,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3424807,5138687
D2,60,"Palm Beach",2010,6013203,"ROONEYS PUBLIC HOUSE","1153 TOWN CENTER DR",JUPITER,33458,2308879,1,Food,"Routine - Food","Warning Issued",10/11/2013,,,6,3,2,1,Y,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2231422,4991790
D2,60,"Palm Beach",2010,6013609,"TALK OF THE TOWN","625 DR MARTIN LUTHER KING BLVD W","BELLE GLADE",33430,2370995,1,Food,"Routine - Food","Admin. Complaint Callback Not Complied",10/11/2013,,,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2231802,5136543
