200,2010,"MCDONALD'S RESTAURANTS OF FLORIDA INC",SEAT,,"MCDONALD'S ACCOUNTING","PO BOX 183090",,,COLUMBUS,OH,43218,736,321.230.2697,"MCDONALDS # 7705",,"3115 HWY 27 S",,,SEBRING,FL,33870,38,863.385.3065,7,06,SEA3800799,20,20,12/01/2016,06/30/2016,122,"Risk Level 1",
200,2010,"MCDONALD'S RESTAURANTS OF FLORIDA INC",SEAT,,"MCDONALD'S ACCOUNTING","PO BOX 183090",,,COLUMBUS,OH,43218,736,321.230.2697,"MCDONALDS #7741",,"401 E NORTH PARK ST",,,OKEECHOBEE,FL,34972,57,863.763.5826,7,20,SEA5700070,20,20,12/01/2016,05/26/2016,122,"Risk Level 1",
200,2010,"MCDONALD'S RESTAURANTS OF FLORIDA INC",SEAT,,"MCDONALD'S ACCOUNTING","PO BOX 183090",,,COLUMBUS,OH,43218,736,321.230.2697,"MCDONALD'S #7752",,"339 S HWY 27",,,"AVON PARK",FL,33825,38,863.452.2009,7,06,SEA3800394,20,20,12/01/2016,06/30/2016,124,"Risk Level 1",
200,2010,"MCDONALD'S RESTAURANTS OF FLORIDA INC",SEAT,,"MCDONALD'S ACCOUNTING","PO BOX 183090",,,COLUMBUS,OH,43216,736,321.230-2697,"MCDONALDS 7825",,"321 S US 27",,,"LAKE PLACID",FL,33852,38,863.465.7177,7,20,SEA3800469,20,20,12/01/2016,11/18/2015,90,"Risk Level 1",
200,2010,"MCDONALD'S RESTAURANTS OF FLORIDA INC",SEAT,,,"PO BOX 183090",,,COLUMBUS,OH,43218,736,321.230.2697,"MCDONALD'S #7871",,"907 US HWY 17",,,WAUCHULA,FL,33873,35,863.773.4499,7,06,SEA3500111,20,20,12/01/2016,04/15/2016,88,"Risk Level 1",
200,2010,"MCDONALD'S RESTAURANTS OF FLORIDA INC",SEAT,,"MCDONALD'S ACCOUNTING","PO BOX 183090",,,COLUMBUS,OH,43218,736,321.230.2697,"MCDONALDS 7877",,"3000 N US HWY 27",,,SEBRING,FL,33870,38,863.386.4669,7,06,SEA3800841,20,20,12/01/2016,02/15/2016,60,"Risk Level 1",
200,2010,"YUMS INC",SEAT,,,"18731 THREE OAKS PKWY STE 6",,,"FORT MYERS",FL,33967-4920,46,239.437.9888,YUMS,,"18731 THREE OAKS PKWY STE 6",,,"FORT MYERS",FL,33967-4920,46,239-437-9888,7,19,SEA4606042,20,20,12/01/2016,11/17/2015,6,"Risk Level 2",
200,2010,"AUGIE MY BOY LLC",NOST,,,"1108 ANGELO AVE",,,"LEHIGH ACRES",FL,33971,46,770.265.7510,"RITA'S WATER ICE",,"4666 S CLEVELAND AVE",,,"FT MEYERS",FL,33907,46,239.275.7808,7,13,NOS4604323,20,20,12/01/2016,06/22/2016,0,"Risk Level 1",
200,2010,"SORISO LLC",SEAT,,,"789 US HIGHWAY 41 BYPASS SOUTH",,,VENICE,FL,34292,68,941-586-3201,"BUD'S RESTAURANT",,"789 US HIGHWAY 41 BYPASS SOUTH",,,VENICE,FL,34292,68,941.485.6092,7,03,SEA6803473,20,20,12/01/2016,02/05/2016,36,"Risk Level 2",
200,2010,"RIVERHOUSE REEF & GRILL LLC",SEAT,,,"1001 RIVERSIDE DR",,,PALMETTO,FL,34221,51,941.586.0808,"RIVERHOUSE REEF & GRILL",,"955 RIVERSIDE DR",,,PALMETTO,FL,34221,51,941.721.3800,7,02,SEA5105346,20,20,12/01/2016,06/20/2016,235,"Risk Level 2",
200,2010,"LAXMI POOJA LLC",SEAT,,,"940 W SUGARLAND HWY",,,CLEWISTON,FL,33440,36,941.286.1679,SUBWAY,,"1005 W SUGARLAND HWY",,,CLEWISTON,FL,33440,36,941.286.1679,7,20,SEA3600488,20,20,12/01/2016,04/19/2016,20,"Risk Level 1",
200,2010,"LAXMI POOJA LLC",SEAT,,,"940 W SUGARLAND HWY",,,CLEWISTON,FL,33440,36,941.286.1679,SUBWAY,,"1001 N US HIGHWAY 27",,,"MOORE HAVEN",FL,33471,32,941.286.1679,7,20,SEA3200133,20,20,12/01/2016,07/28/2015,5,"Risk Level 1",
200,2010,"LAXMI POOJA LLC",SEAT,,,"940 WEST SUGARLAND HWY",,,CLEWISTON,FL,33440,36,641.286.1679,SUBWAY,,"940 WEST SUGARLAND HWY",,,CLEWISTON,FL,33440,36,,7,20,SEA3600204,20,20,12/01/2016,07/15/2015,20,"Risk Level 1",
200,2010,"SANCHEZ JOHN",NOST,,"BOOTH # GREEN 76","4135 DR MARTIN L KING JR BLVD",,,"FORT MYERS",FL,33916,46,,"J - ONE CONCESSIONS",,"4135 DR MARTIN L KING JR BLVD",,,"FORT MYERS",FL,33916,46,239.634.4696,7,09,NOS4604548,20,20,12/01/2016,03/25/2016,0,"Risk Level 2",
200,2010,"FIRST WATCH RESTAURANTS INC",SEAT,,"Ronda Passalacqua","8027 COOPER CREEK BLVD","SUITE 103",,"UNIVERSITY PARK",FL,34201,51,941-907-9800,"FIRST WATCH",,"2059 ALTAMONT AVE STE106",,,"FORT MYERS",FL,33901,46,,7,09,SEA4606089,20,20,12/01/2016,02/18/2016,120,"Risk Level 2",
200,2010,"WILLIS SCOTT",SEAT,,"WILROCK LLC","6360 CORPORATE PARK CIR",,,"FORT MYERS",FL,33966,46,239.985.7215,"JASON'S DELI",,"1100 EL JOBEAN RD STE 128",,,"PORT CHARLOTTE",FL,33948,18,239.235.3354,7,07,SEA1801742,20,20,12/01/2016,01/26/2016,168,"Risk Level 2",
200,2010,"C-SUN INC",SEAT,,"OASIS 2 RESTAURANT","1700 MONROE ST",,,"FORT MYERS",FL,33901,46,,"OASIS 2 RESTARUANT",,"1700 MONROE ST 2ND FLOOR",,,"FORT MYERS",FL,33901,46,239.334.9003,7,09,SEA4606043,20,20,12/01/2016,06/02/2016,159,"Risk Level 2",
200,2010,"BRE/SOUTH SEAS RESORT OWNER LLC",NOST,,"WHM LLC LUXURY RESORTS & HOTELS","5400 PLANTATION RD",,,CAPTIVA,FL,33924,46,305-351-3798,"SOUTH SEAS ISLAND RESORT - SUNSET BEACH",,"5400 PLANTATION RD",,,CAPTIVA,FL,33924,46,239.472.5111,7,11,NOS4606045,20,20,12/01/2016,06/08/2016,0,"Risk Level 1",
200,2014,"CUSTOM CATERING OF SARASOTA INC",MFDV,,"TOM HOUSE","4330 GREENWOOD STABLES RD",,,SARASOTA,FL,34235,68,,"CUSTOM CATERING OFSARASOTA INC",,"5430 PROCTOR RD",,,SARASOTA,FL,34233,68,941.953.4445,7,05,MFD6850192,20,20,12/01/2016,05/05/2016,0,"Risk Level 2",
200,2010,"PANERA LLC",SEAT,,"ATTN LEGAL DEPT","3630 S GEYER RD",,,"ST LOUIS",MO,63127,725,314.984.1000,"PANERA BREAD CAFE #1144",,"1830 NE PINE ISLAND RD STE 160",,,"CAPE CORAL",FL,33909,46,239.458.4162,7,10,SEA4606060,20,20,12/01/2016,04/28/2016,152,"Risk Level 1",
200,2010,"CHIPOTLE MEX GRILL OF COLORADO LLC",SEAT,,,"1401 WYNKOOP STREET, #500",,,DENVER,CO,80202,,303.222.2524,"CHIPOLTE MEXICAN GRILL #975",,"1608 CORTEZ RD W",,,BRADENTON,FL,34207,51,941-752-0784,7,18,SEA5105260,20,20,12/01/2016,01/11/2016,76,"Risk Level 2",
200,2010,"J&W BILLIARDS LLC",SEAT,,,"1242 SW PINE ISLAND RD UNIT # 4",,,"CAPE CORAL",FL,33991,46,239-573-7665,"DIAMOND BILLARDS",,"1242 SW PINE ISLAND RD UNIT 4",,,"CAPE CORAL",FL,33991,46,239-573-7665,7,10,SEA4606049,20,20,12/01/2016,06/27/2016,145,"Risk Level 2",
200,2010,"MUNROAST INC",SEAT,,"ROBERT GRISSINGER","2011 BAYSIDE PKWY",,,"FORT MYERS",FL,33901,46,239.565.8754,"BENNETT'S FRESH ROAST",,"2011 BAYSIDE PKWY",,,"FORT MYERS",FL,33901,46,,7,09,SEA4606050,20,20,12/01/2016,04/11/2016,33,"Risk Level 2",
200,2010,"KARPATHOS II INC",SEAT,,"DBA PAPA NICKS","4940 FRUITVILLE ROAD",,,SARASOTA,FL,34232,68,941-377-4753,"PAPA NICK'S",,"4940 FRUITVILLE ROAD",,,SARASOTA,FL,34232,68,941.377.4753,7,05,SEA6804456,20,20,12/01/2016,03/23/2016,100,"Risk Level 2",
200,2010,"SIAM THAI & SUSHI RESTAURANT INC",SEAT,,,"13161 N CLEVELAND AVENUE",,,"NORT FORT MYERS",FL,33903,46,,"SIAM THAI & SUSHI RESTAURANT",,"13161 N CLEVELAND AVENUE",,,"NORT FORT MYERS",FL,33903,46,239.995.5002,7,08,SEA4605058,20,20,12/01/2016,05/02/2016,100,"Risk Level 2",
200,2010,"GALATI DAVID AND CATHERINE",SEAT,,,"1601 BOOTH DR",,,SEBRING,FL,33875,38,,"GALATI'S RESTAURANT INC",,"637 S COMMERCE",,,SEBRING,FL,33870,38,,7,06,SEA3800977,20,20,12/01/2016,04/27/2016,58,"Risk Level 2",
200,2010,"REMENTERIA TERRI L",SEAT,,"TERRI REMENTERIA","PO BOX 279",,,"EVERGLADES CITY",FL,34139,21,,"CAMELLIA STREET GRILL",,"202 CAMELLIA ST",,,"EVERGLADES CITY",FL,34139,21,,7,16,SEA2102992,20,20,12/01/2016,06/30/2016,30,"Risk Level 2",
200,2010,"PRIVATE PLATTER INC",SEAT,,,"1037 N TAMIAMI TRIAL",,,"N FT MYERS",FL,33903,46,239.283.5477,"BROWN BAG SANDWICH SHOP",,"1037 N TAMIAMI TRIAL",,,"N FT MYERS",FL,33903,46,,7,08,SEA4605556,20,20,12/01/2016,06/30/2016,10,"Risk Level 2",
200,2010,"EMPIRICAL GROUP III LLC",SEAT,,,"608 S. LAKEVIEW RD",,,"LAKE PLACID",FL,33852,38,8634659916,"HOLIDAY INN EXPRESS HOTEL&SUITES",,"608 S LAKEVIEW RD",,,"LAKE PLACID",FL,33852,38,863.465.9916,7,20,SEA3801071,20,20,12/01/2016,07/20/2015,40,"Risk Level 1",
200,2010,"NELLYS DELI INC",SEAT,,,"PO BOX 150460",,,"CAPE CORAL",FL,33915,46,239.464.5888,"NELLY'S TASTE OF GREECE",,"290 NICOLAS PKWY NW UNIT 22",,,"CAPE CORAL",FL,33991,46,239.242.2499,7,10,SEA4606052,20,20,12/01/2016,04/04/2016,10,"Risk Level 2",
200,2010,"LANSDOWNE ST LLC",SEAT,,,"PO BOX 366069",,,"BONITA SPRINGS",FL,34136,46,239.289.9946,"LANSDOWNE STREET",,"24851 S TAMIAMI TRL STE 7",,,"BONITA SPRINGS",FL,34134,46,239.289.9946,7,19,SEA4606061,20,20,12/01/2016,10/30/2015,226,"Risk Level 2",
