200,2010,"GULF HARBOUR GOLF & COUNTRY CLUB INC",SEAT,,,"14500 VISTA RIVER DR",,,"FORT MYERS",FL,33908,46,239.433.5111,"GULF HARBOUR GOLF & COUNTRY CLUB",,"14500 VISTA RIVER DR",,,"FORT MYERS",FL,33908,46,239.433.5111,7,13,SEA4604492,20,20,12/01/2016,03/28/2016,190,"Risk Level 2",
200,2010,"GULF HARBOUR GOLF & COUNTRY CLUB INC",SEAT,,"Alan Schwartzman, CFO","14500 VISTA RIVER DRIVE",,,"FORT MYERS",FL,33908,46,239.433.5111,"GULF HARBOUR GOLF & COUNTRY CLUB INC",,"14500 VISTA RIVER DRIVE",,,"FORT MYERS",FL,33908,46,239.433.5111,7,13,SEA4604417,20,20,12/01/2016,03/28/2016,10,"Risk Level 2",
200,2010,"EAST COAST WAFFLES INC",SEAT,,"VICTORIA ROSEBERRY","P O BOX 6450",,,NORCROSS,GA,30091-6450,710,770.326.7022,"WAFFLE HOUSE #522",,"26550 JONES LOOP RD",,,"PUNTA GORDA",FL,33950,18,941.637.8557,7,08,SEA1800648,20,20,12/01/2016,06/03/2016,40,"Risk Level 2",
200,2010,"EAST COAST WAFFLES INC",SEAT,,,"P O BOX 6450",,,NORCROSS,GA,30091-6450,710,,"WAFFLE HOUSE #565",,"28100 QUAILS NEST LN",,,"BONITA SPRINGS",FL,34135,46,239.947.1247,7,12,SEA4602675,20,20,12/01/2016,02/22/2016,40,"Risk Level 2",
200,2010,"EAST COAST WAFFLES INC",SEAT,,"VICTORIA ROSEBERRY","P O BOX 6450",,,NORCROSS,GA,30091-6450,710,770.326.7022,"WAFFLE HOUSE#566",,"603 67 ST EAST",,,BRADENTON,FL,34208,51,941.747.6634,7,02,SEA5102346,20,20,12/01/2016,05/24/2016,40,"Risk Level 2",
200,2010,"EAST COAST WAFFLES INC",SEAT,,"VICTORIA ROSEBERRY","P O BOX 6450",,,NORCROSS,GA,30091-6450,710,770.326.7022,"WAFFLE HOUSE #618",,"1515 51 AVE E",,,ELLENTON,FL,34222,51,941.723.1177,7,02,SEA5102640,20,20,12/01/2016,06/03/2016,40,"Risk Level 2",
200,2010,"EAST COAST WAFFLES INC",SEAT,,"VICTORIA ROSEBERRY","P O BOX 6450",,,NORCROSS,GA,30091-6450,710,770.326.7022,"WAFFLE HOUSE #635",,"5737 CLARK RD",,,SARASOTA,FL,34233,68,941.921.6599,7,05,SEA6802642,20,20,12/01/2016,06/30/2016,40,"Risk Level 2",
200,2010,"EAST COAST WAFFLES INC",SEAT,,"VICTORIA ROSEBERRY","P O BOX 6450",,,NORCROSS,GA,30091-6450,710,770.326.7022,"WAFFLE HOUSE #793",,"9420 DANIELS PKWY",,,"FORT MYERS",FL,33912,46,239.768.9595,7,19,SEA4603746,20,20,12/01/2016,02/12/2016,40,"Risk Level 2",
200,2010,"EAST COAST WAFFLES INC",SEAT,,"VICTORIA ROSEBERRY","P O BOX 6450",,,NORCROSS,GA,30091-6450,710,770.326.7022,"WAFFLE HOUSE #870",,"4050 BOATWAY RD",,,"FORT MYERS",FL,33905,46,941.693.0844,7,17,SEA4603948,20,20,12/01/2016,05/25/2016,40,"Risk Level 2",
200,2010,"EAST COAST WAFFLES INC",SEAT,,"VICTORIA ROSEBERRY","P O BOX 6450",,,NORCROSS,GA,33091-6450,710,770.326.7022,"WAFFLE HOUSE #978",,"3824 TOLLHOUSE DR",,,NAPLES,FL,34114,21,239.455.3433,7,16,SEA2101977,20,20,12/01/2016,01/22/2016,40,"Risk Level 2",
200,2010,"EAST COAST WAFFLES INC",SEAT,,"VICTORIA ROSEBERRY","P O BOX 6450",,,NORCROSS,GA,30091-6450,710,770.326.7022,"WAFFLE HOUSE #1098",,"810 KINGS HWY",,,"PORT CHARLOTTE",FL,33980,18,941.255.5602,7,07,SEA1801394,20,20,12/01/2016,04/11/2016,40,"Risk Level 2",
200,2010,"EAST COAST WAFFLES INC",SEAT,,"VICTORIA ROSEBERRY","P O BOX 6450",,,NORCROSS,GA,30091-6450,710,770.326.7022,"WAFFLE HOUSE #699",,"6531 DUDLEY DR",,,NAPLES,FL,34105,21,239.262.7775,7,14,SEA2101396,20,20,12/01/2016,06/16/2016,40,"Risk Level 2",
