200,2010,"SHANTI II CORP",SEAT,,,"8884 FALCON POINTE LOOP",,,"FORT MYERS",FL,33912,46,239-437-3555,"SUBWAY #18951",,"13401 SUMMERLIN RD #2",,,"FORT MYERS",FL,33907,46,239-437-3555,7,13,SEA4604691,20,20,12/01/2016,03/10/2016,29,"Risk Level 1",
200,2010,"PRASHIELA ENTERPRISE LLC",SEAT,,,"7067 RADIO RD",,,NAPLES,FL,34104,21,239-348-8377,"NAPLES SUBWAY",,"7067 RADIO RD",,,NAPLES,FL,34104,21,239-348-8377,7,14,SEA2102677,20,20,12/01/2016,05/25/2016,36,"Risk Level 1",
200,2010,"RODD DANIEL",SEAT,,"DANIEL RODD","1707 1 STREET EAST",,,BRADENTON,FL,34208,51,941-737-7939,"HOT RODD CAFE",,"1707 1 ST E",,,BRADENTON,FL,34208,51,941-737-7939,7,02,SEA5104251,20,20,12/01/2016,06/17/2016,48,"Risk Level 2",
200,2010,"ADVANCED RESTAURANT SYSTEMS INC",SEAT,,,"1975 PERIWINKLE WAY",,,SANIBEL,FL,33957,46,239-472-6111,"CHEEBURGER CHEEBURGER",,"1975 PERIWINKLE WAY",,,SANIBEL,FL,33957,46,239-472-6111,7,11,SEA4605842,20,20,12/01/2016,05/17/2016,200,"Risk Level 2",
200,2010,"GONZALEZ MARIA T",SEAT,,,"PO BOX 1561",,,"ZOLFO SPRINGS",FL,33890,35,863-781-1659,"TAQUITOS MI MEXICO",,"1075 HIGHWAY 17 S",,,WAUCHULA,FL,33873,35,,7,06,SEA3500234,20,20,12/01/2016,04/15/2016,10,"Risk Level 2",
200,2010,"CABRAL JORDAN MEDITERANNENA CUISINE CORP",SEAT,,,"5641  SOLERA CT.",,,"FORT MYERS",FL,33919,46,239-275-5163,"LATRATTORIA CAFFE NAPOLI",,"12377 S CLEVELAND AVE #3B",,,"FORT MYERS",FL,33907,46,239-931-0050,7,13,SEA4604907,20,20,12/01/2016,12/02/2015,52,"Risk Level 2",
200,2010,"KENSINGTON GOLF & COUNTRY CLUB INC",NOST,,,"2700 PINE RIDGE RD",,,NAPLES,FL,34109,21,,"KENSINGTON GOLF AND COUNTRY CLUB CABANA",,"5350 KENSINGTON PARK BLVD",,,NAPLES,FL,34109,21,239.649.4440,7,14,NOS2102871,20,20,12/01/2016,04/18/2016,0,"Risk Level 2",
200,2010,"DONALDSON KATHLEEN M",SEAT,,,"3134 S HABERLAND BLVD",,,"NORTH PORT",FL,34288,68,941-423-9789,"DIXI CUP INC DBA OBEE'S 01-010",,"240 S INDIANA AVE #8",,,ENGLEWOOD,FL,34223,68,,7,07,SEA6804686,20,20,12/01/2016,07/10/2015,24,"Risk Level 1",
200,2010,"BAMBUSA BAR & GRILL INC",SEAT,,,"600 GOODLETTE FRANK RD  # 112",,,NAPLES,FL,24102,21,239-353-6281,"BAMBUSA BAR & GRILL",,"600  GOODLETTE  FRANK RD #112",,,NAPLES,FL,34102,21,239-649-5657,7,15,SEA2101816,20,20,12/01/2016,01/08/2016,150,"Risk Level 2",
200,2010,"CROSSROADS RESTAURANT INC",SEAT,,,"5050 NE 128 AVE",,,OKEECHOBEE,FL,34974,57,,"CROSSROADS RESTAURANT",,"5050 NE 128 AVE",,,OKEECHOBEE,FL,34974,57,863-763-8333,7,20,SEA5700510,20,20,12/01/2016,04/27/2016,80,"Risk Level 2",
