200,2010,"WAFFLE HOUSE 1070 INC",SEAT,,"WAFFLE HOUSE #1070/TAX DPT ","PO BOX 6450",,,NORCROSS,GA,30091,56,,"WAFFLE HOUSE 1070",,"1251 MIRACLE STRIP PKWY",,,"FT WALTON BCH",FL,325486255,56,(850)243-5982,6,14,SEA5603131,20,20,06/01/2017,05/06/2016,43,"Risk Level 2",
200,2010,"WENDCO CORPORATION",SEAT,,,"220 W GARDEN ST  STE 500",,,PENSACOLA,FL,32502,27,,"WENDYS #105",,"145 NE EGLIN PKWY",,,"FT WALTON BCH",FL,325484980,56,(850)243-5048,6,14,SEA5600646,20,20,06/01/2017,04/28/2016,74,"Risk Level 2",
200,2010,"CAPT DAVES ON THE GULF INC",SEAT,,"CAPT DAVES ON THE GULF INC","510 BEACH DRIVE",,,DESTIN,FL,32541,56,,"CAPT DAVES ON THE GULF",,"3796 E HWY 98",,,DESTIN,FL,325413702,56,(850)837-2627,6,05,SEA5600647,20,20,06/01/2017,06/09/2016,218,"Risk Level 2",
200,2010,"BRINKER FLORIDA INC",SEAT,,"BRINKER FLORIDA INC ATTN LEGAL DEPT","6820 LBJ FREEWAY",,,DALLAS,TX,75240,744,,"CHILI'S #408",,"504 NW MARY ESTHER CUTOFF",,,"FT WALTON BCH",FL,325484025,56,(850)243-2019,6,14,SEA5603093,20,20,06/01/2017,05/06/2016,215,"Risk Level 2",
200,2010,"ROSSI FREIMUTH ENTERPRISES INC",SEAT,,,"458 OLD EAST GATE RD",,,VALPARAISO,FL,32580,56,6781812,"MATADOR CLUB",,"458 OLD EAST GATE RD",,,VALPARAISO,FL,32580,56,6781812,6,04,SEA5603238,20,20,06/01/2017,06/06/2016,113,"Risk Level 1",
200,2010,"D'EUFEMIA THOMAS",SEAT,,,"205 GOVERNMENT AVE",,,NICEVILLE,FL,32578,56,850-678-8299,TRADEWINDS,,"205 GOVERNMENT ST",,,NICEVILLE,FL,32578,56,6788299,6,04,SEA5603243,20,20,06/01/2017,06/09/2016,75,"Risk Level 2",
200,2010,"JERRY MCCORMICK",SEAT,,,"1253 AIRPORT RD",,,DESTIN,FL,32541,56,615-495-4888,"SUBWAY OF DESTIN",,"1253 AIRPORT RD",,,DESTIN,FL,32541,56,(850)729-7849,6,05,SEA5603174,20,20,06/01/2017,08/20/2015,32,"Risk Level 1",
200,2010,"RESARPARK INC",SEAT,,"CRAB TRAP ","PO BOX 5497",,,DESTIN,FL,32541,56,,"CRAB TRAP",,"3500 OLD HWY 98",,,DESTIN,FL,32541,56,(850)654-2722,6,05,SEA5603217,20,20,06/01/2017,06/30/2016,195,"Risk Level 2",
200,2010,"JIN JIN 18",SEAT,,,"642 S FERDON BLVD",,,CRESTVIEW,FL,32536,56,850-689-1101,"JIN JIN",,"642 S FERDON BLVD",,,CRESTVIEW,FL,32536,56,850-689-1101,6,04,SEA5603230,20,20,06/01/2017,06/29/2016,20,"Risk Level 2",
200,2010,"RUBY TUESDAY INC",SEAT,,"ATTENTION:TAX AND LICENSE ","150 W CHURCH AVE",,,MARYVILLE,TN,37801,56,,"RUBY TUESDAY 3783",,"191 E JOHN SIMS PKWY",,,NICEVILLE,FL,32578,56,7291014,6,04,SEA5603231,20,20,06/01/2017,05/06/2016,218,"Risk Level 2",
200,2010,"ANGLERS BEACHSIDE CAFE INC",SEAT,,,"1030 MIRACLE STRIP PKWY",,,"FT WALTON BCH",FL,32548,56,7960260,"ANGLERS BEACHSIDE GRILL",,"1030 MIRACLE STRIP PKWY",,,"FT WALTON BCH",FL,32548,56,7960260,6,14,SEA5603321,20,20,06/01/2017,01/04/2016,280,"Risk Level 2",
200,2010,"EMERALD BAY DEVELOPMENT CORP",SEAT,,"EMERALD BAY ","4781 CLUBHOUSE DR",,,DESTIN,FL,32541,56,,"EMERALD BAY",,"40001 EMERALD COAST PKWY",,,DESTIN,FL,325413885,56,(850)837-5197,6,05,SEA5602965,20,20,06/01/2017,05/11/2016,60,"Risk Level 2",
200,2010,"WENDCO CORP",SEAT,,,"220 W GARDEN ST  STE 500",,,PENSACOLA,FL,32502,27,,"WENDYS #113",,"3705 S FERDON BLVD",,,CRESTVIEW,FL,325369476,56,(850)689-1224,6,04,SEA5603002,20,20,06/01/2017,06/22/2016,90,"Risk Level 2",
200,2010,"BUSH OF NWFL INC",SEAT,,,"406 JOHN SIMS PKWY",,,NICEVILLE,FL,32578,56,(850)678-1906,"DAIRY QUEEN",,"406 JOHN SIMS PKWY",,,NICEVILLE,FL,32578,56,(850)678-1906,6,04,SEA5600574,20,20,06/01/2017,06/14/2016,84,"Risk Level 2",
200,2010,"FT WALTON SKATING CENTER INC",SEAT,,,"202 NW RACETRACK RD",,,"FT WALTON BCH",FL,325471645,56,(850)863-1223,"FT WALTON SKATING CENTER",,"202 NW RACETRACK RD",,,"FT WALTON BCH",FL,325471645,56,(850)863-1223,6,05,SEA5600586,20,20,06/01/2017,03/22/2016,48,"Risk Level 1",
200,2010,"WENDCO CORP",SEAT,,,"220 W GARDEN ST  STE 500",,,PENSACOLA,FL,32502,27,,"WENDYS #103",,"441 MARY ESTHER CUT OFF",,,"MARY ESTHER",FL,32569,56,(850)244-0828,6,14,SEA5600587,20,20,06/01/2017,04/25/2016,78,"Risk Level 2",
200,2010,"C J W INVESTMENT INC",SEAT,,"PONTCHARTRAIN FOODS INC ","PO BOX 3727",,,COVINGTON,LA,70434,56,,"POPEYES FRIED CHICKEN",,"55 NE EGLIN PKWY",,,"FT WALTON BCH",FL,325484956,56,(850)243-6633,6,14,SEA5600606,20,20,06/01/2017,11/13/2015,48,"Risk Level 1",
200,2010,"LORANT JULIEN",SEAT,,,"233 S ALCONESE",,,"FT WALTON BCH",FL,325485832,56,2443550,"BAY CAFE FRENCH RESTAURANT",,"233 S ALCONESE",,,"FT WALTON BCH",FL,325485832,56,2443550,6,14,SEA5601033,20,20,06/01/2017,05/06/2016,140,"Risk Level 2",
200,2010,"BUSH AND LEPAGE ENT INC",SEAT,,,"408 E JOHN SIMS PARKWAY",,,NICEVILLE,FL,325782026,56,,"DANNYS FRIED CHICKEN",,"408 E JOHN SIMS PARKWAY",,,NICEVILLE,FL,325782026,56,,6,04,SEA5600598,20,20,06/01/2017,05/16/2016,47,"Risk Level 2",
200,2010,"BIG T ENTERPRISES INC",SEAT,,"BANGKOK HOUSE REST (THE)/BIG T ENTERPR","P O BOX 4522",,,"FT WALTON BCH",FL,32549,56,850-243-6911,"BANGKOK HOUSE (THE)",,"201 SE FERRY AVE",,,"FT WALTON BCH",FL,32548-5806,56,850-243-6911,6,14,SEA5601352,20,20,06/01/2017,04/27/2016,250,"Risk Level 2",
200,2010,"STARCADE INC",SEAT,,,"34 SE EGLIN PKY",,,"FT WALTON BCH",FL,325485453,56,,"STARCADE BILLIARDS",,"34 SE EGLIN PKY",,,"FT WALTON BCH",FL,325485453,56,,6,14,SEA5601667,20,20,06/01/2017,11/20/2015,120,"Risk Level 1",
200,2010,"BEAVERS INC",SEAT,,"BEAVERS'S INC ","50 BEAL PKWY SW STE 9",,,"FORT WALTON BEACH",FL,325485372,56,,"ARBY'S #5113",,"236 EGLIN PKY",,,"FT WALTON BCH",FL,325485811,56,(850)862-2296,6,14,SEA5601688,20,20,06/01/2017,08/25/2015,80,"Risk Level 1",
200,2010,"R R VENTURES OF THE EMERALD CS",SEAT,,"RR VENTURES INC","8565 SPYGLASS DR",,,DULUTH,GA,30097,710,,"INTERNATIONAL HOUSE OF PANCAKE",,"348 MIRACLE STRIP PKWY",,,"FT WALTON BCH",FL,325485200,56,(850)243-9333,6,14,SEA5601795,20,20,06/01/2017,02/10/2016,128,"Risk Level 2",
200,2010,"ROYAL ORCHID INC",SEAT,,,"140 E MIRACLE STRIP PKWY",,,"MARY ESTHER",FL,325691922,56,(850)244-3445,"DADDY'S PLACE",,"140 E MIRACLE STRIP PKWY",,,"MARY ESTHER",FL,325691922,56,(850)244-3445,6,14,SEA5601809,45,20,06/01/2016,06/02/2016,139,"Risk Level 2",
200,2010,"PEPITO'S RESTAURANT INC",SEAT,,,"757 E HWY 98",,,DESTIN,FL,325412561,56,(850)650-7734,"PEPITO'S MEXICAN GRILL",,"757 E HWY 98",,,DESTIN,FL,325412561,56,(850)650-7734,6,05,SEA5601730,20,20,06/01/2017,05/10/2016,272,"Risk Level 2",
200,2010,"WAFFLE HOUSE INC",SEAT,,"ATT: TAX DEPT   WAFFLE HOUSE 674","P O BOX 6450",,,NORCROSS,GA,30091-6450,,770-729-5700,"WAFFLE HOUSE 674",,"209 E HWY 98",,,DESTIN,FL,32541-2313,56,850-654-2020,6,05,SEA5601873,20,20,06/01/2017,05/26/2016,41,"Risk Level 2",
200,2010,"DK & K MANAGEMENT GROUP",SEAT,,,"913 GULF BREEZE PKWY STE 17",,,"GULF BREEZE",FL,325614891,67,,"TACO BELL",,"2549 S FERDON",,,CRESTVIEW,FL,325369436,56,(850)916-2150,6,04,SEA5601893,20,20,06/01/2017,06/30/2016,68,"Risk Level 2",
200,2010,"ALLEN MONICA S",SEAT,,"FANTASY LOUNGE","100 MARQUETTE PL",,,"FT WALTON BCH",FL,32547,56,(850)862-4355,"FANTASY LOUNGE",,"1429 LEWIS TURNER BLVD",,,"FT WALTON BCH",FL,325477014,56,(850)862-4355,6,05,SEA5601899,20,20,06/01/2017,01/28/2016,66,"Risk Level 1",
200,2010,"MSB OF DESTIN INC",SEAT,,,"116 E HWY 98",,,DESTIN,FL,32541-2312,56,850-837-1913,"A J'S SEAFOOD & OYSTER BAR",,"116 E HWY 98",,,DESTIN,FL,32541-2312,56,850-837-1913,6,05,SEA5601922,20,20,06/01/2017,06/28/2016,566,"Risk Level 2",
200,2010,"BJ THOMHAVE",SEAT,,,"4927 ANTIOCH RD",,,CRESTVIEW,FL,32536,56,(850)682-2012,"FOXWOOD COUNTRY CLUB REST",,"4927 ANTIOCH RD",,,CRESTVIEW,FL,32536,56,(850)682-2012,6,04,SEA5601961,20,20,06/01/2017,05/12/2016,37,"Risk Level 1",
200,2010,"WHEAT ENTERPRISES INC",SEAT,,"TIM WHEAT","6091 ST GEORGE ST",,,PACE,FL,32571,56,,"SUBWAY OF MARY ESTHER",,"421 MARY ESTHER BLVD",,,"MARY ESTHER",FL,325691605,56,(850)664-6577,6,14,SEA5602104,45,20,06/01/2016,05/11/2016,30,"Risk Level 1",
200,2010,"CHALOR GEDGAW INC",SEAT,,,"238 A EGLIN PKWY",,,"FT WALTON BCH",FL,32547,56,(850)862-8611,"ORCHID HOUSE",,"238 A-B EGLIN PKWY NE",,,"FT WALTON BCH",FL,32547,56,(850)862-8611,6,05,SEA5602305,20,20,06/01/2017,06/30/2016,89,"Risk Level 2",
200,2010,"SURFSIDE VENTURES INC",SEAT,,"SURFSIDE VENTURES INC ","PO BOX 5497",,,DESTIN,FL,325405497,56,,"CRAB TRAP @ BOARDWALK",,"1450 U S HWY 98",,,"FT WALTON BCH",FL,32548,56,(850)243-5500,6,14,SEA5603027,20,20,06/01/2017,05/23/2016,250,"Risk Level 2",
200,2010,"CHAVEZ ROSELIO",SEAT,,,"100 JOHN KING RD",,,CRESTVIEW,FL,32539,56,(850)862-2007,"LARUMBA OF CRESTVIEW",,"100 JOHN KING",,,CRESTVIEW,FL,325398306,56,(850)862-2007,6,04,SEA5603063,20,20,06/01/2017,06/30/2016,201,"Risk Level 2",
200,2010,"MERLINS PIZZA COMPANY",SEAT,,"MERLINS PIZZA","PO BOX 878",,,DESTIN,FL,32540,56,,"MERLINS PIZZA",,"1251 AIRPORT RD",,,DESTIN,FL,32541,56,(850)650-3000,6,05,SEA5603172,20,20,06/01/2017,03/28/2016,32,"Risk Level 1",
200,2010,"MCGUIRES IRISH PUB OF DEST INC",SEAT,,"MCGUIRES IRISH PUB DESTIN","600 E GREGORY ST",,,PENSACOLA,FL,32502,27,,"MCGUIRES IRISH PUB OF DESTIN",,"33 E HWY 98",,,DESTIN,FL,32541,56,850-654-0567,6,05,SEA5603185,20,20,06/01/2017,06/23/2016,325,"Risk Level 2",
200,2010,"GILLIGANS SEAFOOD INC",SEAT,,,"PO BOX 5436",,,DESTIN,FL,32540,56,(850)650-4400,"GILLIGANS SEAFOOD",,"530 HWY 98",,,DESTIN,FL,32541,56,(850)650-4400,6,05,SEA5603095,20,20,06/01/2017,04/21/2016,200,"Risk Level 2",
200,2010,"HOGS BREATH SALOON & CAFE",SEAT,,,"541 E HWY 98",,,DESTIN,FL,32541,56,(850)837-5991,"HOGS BREATH SALOON & CAFE",,"541 E HWY 98",,,DESTIN,FL,32541,56,(850)837-5991,6,05,SEA5603202,20,20,06/01/2017,06/15/2016,260,"Risk Level 2",
