200,2010,"COASTAL QSR LLC",SEAT,,,"1340 HAMLET AVE",,,CLEARWATER,FL,33756,18,941.255.5405,"TACO BELL",,"14041 N CLEVELAND AVE",,,"NORTH FORT MYERS",FL,33903,46,239.997.8712,7,08,SEA4602283,20,20,12/01/2016,10/14/2015,84,"Risk Level 1",
200,2010,"VILLAGE WALK CAFE & MARKET",SEAT,,,"8109 CAMMINARE DRIVE",,,SARASOTA,FL,34238,68,941-926-3800,"VILLAGE WALK CAFE & MARKET",,"8109 CAMMINARE DRIVE",,,SARASOTA,FL,34238,68,941.926.3800,7,03,SEA6804799,20,20,12/01/2016,03/30/2016,68,"Risk Level 2",
200,2010,"CHINA A & B INC",SEAT,,,"12950 TRADE WAY FOUR #102",,,"BONITA SPRINGS",FL,34135,46,239-947-9977,"CHINA A CHINESE RESTAURANT",,"12950 TRADE WAY FOUR #102",,,"BONITA SPRINGS",FL,34135,46,239.947.9977,7,12,SEA4605475,20,20,12/01/2016,06/30/2016,10,"Risk Level 2",
200,2010,"QUAIL CREEK PLANTATION INC",SEAT,,,"12399 NE 224 ST",,,OKEECHOBEE,FL,34972,57,863.763.2529,"QUAIL CREEK PLANTATION LODGE",,"12399 NE 224 STREET",,,OKEECHOBEE,FL,34972,57,8637631414,7,20,SEA5700683,20,20,12/01/2016,06/08/2016,64,"Risk Level 2",
200,2010,"ALPHA 340479 LLC",SEAT,,,"27 MICA LANE","STE. 202",,WELLESLEY,MA,02481,721,7813710200,"DUNKIN DONUTS/BASKIN ROBBINS",,"5871 FRUITVILLE RD",,,SARASOTA,FL,34232,68,941.379.8254,7,05,SEA6804828,20,20,12/01/2016,09/04/2015,20,"Risk Level 1",
200,2010,"ALPHA 341938 LLC",SEAT,,,"27 MICA LANE","STE. 202",,WELLESLEY,MA,02481,721,781.371.0200,"DUNKIN DONUTS / BASKIN ROBBINS",,"2517 TAMIAMI TRAIL",,,"PUNTA GORDA",FL,33950,18,941.575.6263,7,08,SEA1801671,20,20,12/01/2016,10/19/2015,20,"Risk Level 1",
200,2010,"SHREE LAXMI LLC",SEAT,,,"8575 COLLIER BLVD APT#104",,,NAPLES,FL,34112,21,,SUBWAY,,"8575 COLLIER BLVD APT#104",,,NAPLES,FL,34112,21,239.530.3327,7,16,SEA2102698,20,20,12/01/2016,04/04/2016,40,"Risk Level 1",
200,2010,"ANDINO CHRIS",SEAT,,,"2215 60TH AVE EAST",,,ELLENTON,FL,34222,51,941.586.9213,"SUBWAY # 32817",,"2215 60 AVE E",,,ELLENTON,FL,34222,51,941.586.9213,7,02,SEA5105083,20,20,12/01/2016,06/30/2016,42,"Risk Level 1",
200,2010,"ISLAND PIZZA COMPANY LLC",SEAT,,,"1619 PERIWINKLE WAY  ",,,SANIBEL,FL,33957,46,2394721581,"ISLAND PIZZA",,"1615 PERIWINKLE WAY # 19",,,SANIBEL,FL,33957,46,239.472.1581,7,11,SEA4601862,20,20,12/01/2016,03/28/2016,48,"Risk Level 2",
200,2010,"E & G CORSO INC",SEAT,,,"536 9TH STREET NORTH",,,NAPLES,FL,34102,21,2398509451,"COSMOS CAFE & PIZZERIA",,"536 9 ST N",,,NAPLES,FL,34102,21,239.262.8181,7,15,SEA2101750,20,20,12/01/2016,05/26/2016,154,"Risk Level 2",
